File,seller,vehicle,country,address,id_annuncio,asking_price,link_annuncio,vehicle_user_desc
pagina_di_ricerca_fuel_B_condition_S.json,L’automobile di Chichierchia Italo Marco,Fiat 500,Italo Marco Chichierchia,IT,0ec0f97b-2443-4106-9b3e-75cdf6050c75,1049,https://www.autoscout24.it/annunci/fiat-500-1-2-lounge-benzina-bianco-0ec0f97b-2443-4106-9b3e-75cdf6050c75?cldtidx=16&cldtsrc=listPage,1.2 Lounge
pagina_di_ricerca_fuel_B_condition_S.json,Bresciani Automobili Srl,Abarth 595,IT,24059 Urgnano,373cc82a-7715-44fd-8d6c-9a729ee0d731,2100,https://www.autoscout24.it/annunci/abarth-595-1-4-turbo-t-jet-160-cv-pista-benzina-nero-373cc82a-7715-44fd-8d6c-9a729ee0d731?cldtidx=17&cldtsrc=listPage,1.4 Turbo T-Jet 160 CV Pista
pagina_di_ricerca_fuel_B_condition_S.json,Maresca E Fiorentino Spa,Fiat 500,IT,40132 Bologna - Bo,4191b219-4e92-4bd5-bdd7-a97fb1a7c686,14000,https://www.autoscout24.it/annunci/fiat-500-1-2-dualogic-lounge-benzina-bianco-4191b219-4e92-4bd5-bdd7-a97fb1a7c686?cldtidx=18&cldtsrc=listPage,1.2 Dualogic Lounge
pagina_di_ricerca_fuel_B_condition_S.json,Maresca E Fiorentino Spa,Fiat 500,IT,40132 Bologna - Bo,41fc7af6-7836-466f-846b-d09460952e32,14000,https://www.autoscout24.it/annunci/fiat-500-1-2-dualogic-lounge-benzina-nero-41fc7af6-7836-466f-846b-d09460952e32?cldtidx=19&cldtsrc=listPage,1.2 Dualogic Lounge
pagina_di_ricerca_fuel_B_condition_S.json,Tomasi auto srl,Fiat Panda,IT,37135 Verona - VR,add19b14-0c3b-4cce-b4c1-d460915ef8fc,15900,https://www.autoscout24.it/annunci/fiat-panda-cross-0-9-twinair-turbo-s-s-4x4-privacy-glass-kit-benzina-grigio-add19b14-0c3b-4cce-b4c1-d460915ef8fc?cldtidx=20&cldtsrc=listPage,"Cross 0.9 TwinAir Turbo S&S 4x4 PRIVACY GLASS,KIT"
pagina_di_ricerca_fuel_B_condition_S.json,Tomasi Auto Srl,Fiat Panda,IT,46040 Guidizzolo - Mantova - Mn,5f191510-509f-4b2e-ae61-3fe991e918e9,15900,https://www.autoscout24.it/annunci/fiat-panda-cross-0-9-twinair-turbo-s-s-4x4-privacy-glass-kit-benzina-grigio-5f191510-509f-4b2e-ae61-3fe991e918e9?cldtidx=1&cldtsrc=listPage,"Cross 0.9 TwinAir Turbo S&S 4x4 PRIVACY GLASS,KIT"
pagina_di_ricerca_fuel_B_condition_S.json,Locauto Due srl,Peugeot 208,IT,10090 Rosta - Torino - To,bad4b5e0-6138-4e09-941b-5e88ce269555,15490,https://www.autoscout24.it/annunci/peugeot-208-puretech-100-s-s-allure-navi-pack-prezzo-promo-benzina-grigio-bad4b5e0-6138-4e09-941b-5e88ce269555?cldtidx=2&cldtsrc=listPage,PureTech 100 S&S Allure Navi Pack PREZZO PROMO
pagina_di_ricerca_fuel_B_condition_S.json,Mobility.it - Km 0 - Gruppo Lario,MINI One,IT,20125 Milano - Mi,c52ac7dd-5b7c-4670-b5ea-cac356f9620a,2040,https://www.autoscout24.it/annunci/mini-one-one-55-kw-5p-xt91-benzina-bianco-c52ac7dd-5b7c-4670-b5ea-cac356f9620a?cldtidx=3&cldtsrc=listPage,ONE 55 KW 5P (XT91)
pagina_di_ricerca_fuel_B_condition_S.json,Ratti non Solo Auto srl,Peugeot 208,IT,23890 Barzago - Lecco - Lc,338b93a6-a5d0-4424-b3df-0b8e564da3c2,15764,https://www.autoscout24.it/annunci/peugeot-208-2-serie-puretech-1-2-75cv-active-benzina-bianco-338b93a6-a5d0-4424-b3df-0b8e564da3c2?cldtidx=4&cldtsrc=listPage,2ª serie PureTech 1.2 75CV Active
pagina_di_ricerca_fuel_B_condition_S.json,Gigli Cars srl,Fiat 500,IT,50013 Campi Bisenzio - Firenze,a14d400a-eba8-4767-afa4-456150f4367d,12990,https://www.autoscout24.it/annunci/fiat-500-500-1-2-lounge-69cv-dualogic-my20-benzina-blu-azzurro-a14d400a-eba8-4767-afa4-456150f4367d?cldtidx=5&cldtsrc=listPage,500 1.2 Lounge 69cv dualogic my20
pagina_di_ricerca_fuel_B_condition_S.json,Gigli Cars srl,Fiat 500,IT,50013 Campi Bisenzio - Firenze,f2ac6503-f612-41f5-9ed3-5bdaae0f5865,13580,https://www.autoscout24.it/annunci/fiat-500-500-1-2-lounge-69cv-dualogic-my20-benzina-bianco-f2ac6503-f612-41f5-9ed3-5bdaae0f5865?cldtidx=6&cldtsrc=listPage,500 1.2 Lounge 69cv dualogic my20
pagina_di_ricerca_fuel_B_condition_S.json,Gigli Cars srl,Fiat 500,IT,50013 Campi Bisenzio - Firenze,778f9947-7e71-4d9c-9e05-d2fcbb3b21b4,13580,https://www.autoscout24.it/annunci/fiat-500-500-1-2-lounge-69cv-dualogic-my20-benzina-bianco-778f9947-7e71-4d9c-9e05-d2fcbb3b21b4?cldtidx=7&cldtsrc=listPage,500 1.2 Lounge 69cv dualogic my20
pagina_di_ricerca_fuel_B_condition_S.json,Gigli Cars srl,Fiat 500,IT,50013 Campi Bisenzio - Firenze,30e0cdb3-ff52-40f6-865d-73c8717d4fc1,13580,https://www.autoscout24.it/annunci/fiat-500-500-1-2-lounge-69cv-dualogic-my20-benzina-nero-30e0cdb3-ff52-40f6-865d-73c8717d4fc1?cldtidx=8&cldtsrc=listPage,500 1.2 Lounge 69cv dualogic my20
pagina_di_ricerca_fuel_B_condition_S.json,Gigli Cars srl,Fiat 500,IT,50013 Campi Bisenzio - Firenze,4f2ae7f6-1853-48fe-9454-c4684a61848f,13580,https://www.autoscout24.it/annunci/fiat-500-500-1-2-lounge-69cv-dualogic-my20-benzina-nero-4f2ae7f6-1853-48fe-9454-c4684a61848f?cldtidx=9&cldtsrc=listPage,500 1.2 Lounge 69cv dualogic my20
pagina_di_ricerca_fuel_B_condition_S.json,Gigli Cars srl,Fiat 500,IT,50013 Campi Bisenzio - Firenze,9b84c6b3-197e-4e1b-9714-c748b68d426c,12990,https://www.autoscout24.it/annunci/fiat-500-500-1-2-lounge-69cv-dualogic-my20-benzina-rosso-9b84c6b3-197e-4e1b-9714-c748b68d426c?cldtidx=10&cldtsrc=listPage,500 1.2 Lounge 69cv dualogic my20
pagina_di_ricerca_fuel_B_condition_S.json,Gigli Cars srl,Fiat 500,IT,50013 Campi Bisenzio - Firenze,6486c83e-66b0-47ea-ad1d-932f0d40e794,12990,https://www.autoscout24.it/annunci/fiat-500-500-1-2-lounge-69cv-dualogic-my20-benzina-nero-6486c83e-66b0-47ea-ad1d-932f0d40e794?cldtidx=11&cldtsrc=listPage,500 1.2 Lounge 69cv dualogic my20
pagina_di_ricerca_fuel_B_condition_S.json,Gigli Cars srl,Fiat 500,IT,50013 Campi Bisenzio - Firenze,df69c873-77ca-4ea7-b98d-258e3563d603,12990,https://www.autoscout24.it/annunci/fiat-500-500-1-2-lounge-69cv-dualogic-my20-benzina-rosso-df69c873-77ca-4ea7-b98d-258e3563d603?cldtidx=12&cldtsrc=listPage,500 1.2 Lounge 69cv dualogic my20
pagina_di_ricerca_fuel_B_condition_S.json,Gigli Cars srl,Fiat 500,IT,50013 Campi Bisenzio - Firenze,a69bfcc0-16b1-487f-8c76-2c41eb7edfef,12990,https://www.autoscout24.it/annunci/fiat-500-500-1-2-lounge-69cv-dualogic-my20-benzina-nero-a69bfcc0-16b1-487f-8c76-2c41eb7edfef?cldtidx=13&cldtsrc=listPage,500 1.2 Lounge 69cv dualogic my20
pagina_di_ricerca_fuel_B_condition_S.json,Gigli Cars srl,Fiat 500,IT,50013 Campi Bisenzio - Firenze,5405508a-f2d9-411d-9253-34c8c11121dd,12990,https://www.autoscout24.it/annunci/fiat-500-500-1-2-lounge-69cv-dualogic-my20-benzina-grigio-5405508a-f2d9-411d-9253-34c8c11121dd?cldtidx=14&cldtsrc=listPage,500 1.2 Lounge 69cv dualogic my20
pagina_di_ricerca_fuel_B_condition_S.json,Gigli Cars srl,Fiat 500,IT,50013 Campi Bisenzio - Firenze,e8bc6e0a-33d9-424d-ac79-147956828107,12990,https://www.autoscout24.it/annunci/fiat-500-500-1-2-lounge-69cv-dualogic-my20-benzina-grigio-e8bc6e0a-33d9-424d-ac79-147956828107?cldtidx=15&cldtsrc=listPage,500 1.2 Lounge 69cv dualogic my20
pagina_di_ricerca_fuel_B_condition_S.json,Gigli Cars srl,Fiat 500,IT,50013 Campi Bisenzio - Firenze,5ba0491b-9eff-41e1-a310-1ca714b18f28,12990,https://www.autoscout24.it/annunci/fiat-500-500-1-2-lounge-69cv-dualogic-my20-benzina-bianco-5ba0491b-9eff-41e1-a310-1ca714b18f28?cldtidx=16&cldtsrc=listPage,500 1.2 Lounge 69cv dualogic my20
pagina_di_ricerca_fuel_B_condition_S.json,Gigli Cars srl,Fiat 500,IT,50013 Campi Bisenzio - Firenze,f65ac475-b74d-4b9b-b299-e90427fc9491,12990,https://www.autoscout24.it/annunci/fiat-500-500-1-2-lounge-69cv-dualogic-my20-benzina-bianco-f65ac475-b74d-4b9b-b299-e90427fc9491?cldtidx=17&cldtsrc=listPage,500 1.2 Lounge 69cv dualogic my20
pagina_di_ricerca_fuel_B_condition_S.json,Star Car srl,Renault Twingo,IT,38060 Volano - Trento - TN,c8978f50-f0ab-4163-beb6-e2d34b02bdd1,12700,https://www.autoscout24.it/annunci/renault-twingo-sce-65-cv-intens-benzina-bianco-c8978f50-f0ab-4163-beb6-e2d34b02bdd1?cldtidx=18&cldtsrc=listPage,SCe 65 CV Intens
pagina_di_ricerca_fuel_B_condition_S.json,Di Viesto Più Spa,Volkswagen up!,IT,10134 Torino-To,b94d54df-7f65-4035-b6f5-b5b57fc18bd4,11950,https://www.autoscout24.it/annunci/volkswagen-up-1-0-5p-move-4-anni-gar-benzina-argento-b94d54df-7f65-4035-b6f5-b5b57fc18bd4?cldtidx=19&cldtsrc=listPage,1.0 5p. move (4 ANNI GAR)
pagina_di_ricerca_fuel_B_condition_S.json,Tomasi auto srl,Fiat Panda,IT,37135 Verona - VR,97cd67b6-1c40-4c46-99bd-7925c26f72d2,10100,https://www.autoscout24.it/annunci/fiat-panda-1-2-easy-radio-cd-mp3-whatsapp-3349594907-benzina-blu-azzurro-97cd67b6-1c40-4c46-99bd-7925c26f72d2?cldtidx=20&cldtsrc=listPage,1.2 Easy RADIO CD/MP3 - whatsapp 3349594907
pagina_di_ricerca_fuel_B_condition_S.json,Tomasi auto srl,Fiat Panda,IT,37135 Verona - VR,311b5bf0-248c-40cb-8e4d-c4fe117ac9ec,9900,https://www.autoscout24.it/annunci/fiat-panda-1-2-easy-radio-cd-mp3-whatsapp-3349594907-benzina-bianco-311b5bf0-248c-40cb-8e4d-c4fe117ac9ec?cldtidx=1&cldtsrc=listPage,1.2 Easy RADIO CD/MP3 - whatsapp 3349594907
pagina_di_ricerca_fuel_B_condition_S.json,Tomasi Auto Srl,Fiat Panda,IT,46040 Guidizzolo - Mantova - Mn,fb2c9a41-1fe7-43ae-88c5-391b3519cbb5,10100,https://www.autoscout24.it/annunci/fiat-panda-1-2-easy-radio-cd-mp3-whatsapp-3349594907-benzina-blu-azzurro-fb2c9a41-1fe7-43ae-88c5-391b3519cbb5?cldtidx=2&cldtsrc=listPage,1.2 Easy RADIO CD/MP3 - whatsapp 3349594907
pagina_di_ricerca_fuel_B_condition_S.json,Tomasi Auto Srl,Fiat Panda,IT,46040 Guidizzolo - Mantova - Mn,5af4483f-1edb-469c-a62b-90e91b725024,9900,https://www.autoscout24.it/annunci/fiat-panda-1-2-easy-radio-cd-mp3-whatsapp-3349594907-benzina-bianco-5af4483f-1edb-469c-a62b-90e91b725024?cldtidx=3&cldtsrc=listPage,1.2 Easy RADIO CD/MP3 - whatsapp 3349594907
pagina_di_ricerca_fuel_B_condition_S.json,Ellemotors srl,Fiat 500,IT,20900 Monza - Monza Brianza - Mb,856fc6a9-4947-4954-bfb5-d41c8d784d9a,12900,https://www.autoscout24.it/annunci/fiat-500-serie8-1200-69-cv-dualogic-lounge-e6-d-temp-benzina-blu-azzurro-856fc6a9-4947-4954-bfb5-d41c8d784d9a?cldtidx=4&cldtsrc=listPage,SERIE8 1200 69 CV DUALOGIC LOUNGE E6 D-Temp
pagina_di_ricerca_fuel_B_condition_S.json,Miglior Prezzo by Autonizza,Fiat 500,IT,10126 Torino - To,170d8d01-3b1b-49cc-ba4c-97bd6061bcc4,895,https://www.autoscout24.it/annunci/fiat-500-500-benzina-blu-azzurro-170d8d01-3b1b-49cc-ba4c-97bd6061bcc4?cldtidx=5&cldtsrc=listPage,500
pagina_di_ricerca_fuel_B_condition_S.json,M.f. Motors Srl,Fiat 500,IT,20100 Milano - Mi,6298362c-cd3f-44b7-88c4-6846e745fb4e,13900,https://www.autoscout24.it/annunci/fiat-500-1-0-hybrid-lounge-km0-tetto-navi-benzina-grigio-6298362c-cd3f-44b7-88c4-6846e745fb4e?cldtidx=6&cldtsrc=listPage,1.0 HYBRID ''LOUNGE'' KM0!!! TETTO/NAVI
pagina_di_ricerca_fuel_B_condition_S.json,M.f. Motors Srl,Fiat 500,IT,20100 Milano - Mi,79b3782d-5ac5-400b-bd9c-42789b0da71d,13900,https://www.autoscout24.it/annunci/fiat-500-1-0-hybrid-lounge-km0-tetto-navi-benzina-blu-azzurro-79b3782d-5ac5-400b-bd9c-42789b0da71d?cldtidx=7&cldtsrc=listPage,1.0 HYBRID ''LOUNGE'' KM0!!! TETTO/NAVI
pagina_di_ricerca_fuel_B_condition_S.json,F.lli Barisan,Fiat 500,IT,31053 Pieve di Soligo - Treviso,476edd02-782a-4fd7-b91e-e483d27d4ffe,12700,https://www.autoscout24.it/annunci/fiat-500-1-2-lounge-benzina-bianco-476edd02-782a-4fd7-b91e-e483d27d4ffe?cldtidx=8&cldtsrc=listPage,1.2 Lounge
pagina_di_ricerca_fuel_B_condition_S.json,Capobianco Auto Centro Commerciale Auto,Fiat 500,IT,21100 Arsago Seprio - Varese,c3df1a92-99ac-44b9-bcb4-31c3428266d5,14400,https://www.autoscout24.it/annunci/fiat-500-1-2-dualogic-rockstar-km0-benzina-grigio-c3df1a92-99ac-44b9-bcb4-31c3428266d5?cldtidx=9&cldtsrc=listPage,1.2 Dualogic ROCKStar KM0
pagina_di_ricerca_fuel_B_condition_S.json,Locauto Due Srl,Fiat 500,IT,10151 Torino - To,6d147d6f-3b14-4aab-b947-44ba32c9072f,11990,https://www.autoscout24.it/annunci/fiat-500-1-2-rockstar-prezzo-promo-benzina-grigio-6d147d6f-3b14-4aab-b947-44ba32c9072f?cldtidx=10&cldtsrc=listPage,1.2 Rockstar PREZZO PROMO
pagina_di_ricerca_fuel_B_condition_S.json,Tomasi auto srl,Ford Fiesta,IT,37135 Verona - VR,7610ae3f-5fc5-4956-96a5-841a9be66fc5,15700,https://www.autoscout24.it/annunci/ford-fiesta-1-0-ecoboost-95cv-5p-st-line-cerchi-17-touch-8-benzina-blu-azzurro-7610ae3f-5fc5-4956-96a5-841a9be66fc5?cldtidx=11&cldtsrc=listPage,"1.0 Ecoboost 95CV 5p ST-Line CERCHI 17'',TOUCH 8''"
pagina_di_ricerca_fuel_B_condition_S.json,Tomasi auto srl,Ford Fiesta,IT,37135 Verona - VR,647948e2-ea11-4de3-8d6b-ba53f1737079,15700,https://www.autoscout24.it/annunci/ford-fiesta-1-0-ecoboost-95cv-5p-st-line-cerchi-17-touch-8-benzina-argento-647948e2-ea11-4de3-8d6b-ba53f1737079?cldtidx=12&cldtsrc=listPage,"1.0 Ecoboost 95CV 5p ST-Line CERCHI 17'',TOUCH 8''"
pagina_di_ricerca_fuel_B_condition_S.json,Tomasi Auto Srl,Ford Fiesta,Team Vendite Web,IT,a4f257b9-7da8-43b9-8672-35f677a582ca,15700,https://www.autoscout24.it/annunci/ford-fiesta-1-0-ecoboost-95cv-5p-st-line-cerchi-17-touch-8-benzina-blu-azzurro-a4f257b9-7da8-43b9-8672-35f677a582ca?cldtidx=13&cldtsrc=listPage,"1.0 Ecoboost 95CV 5p ST-Line CERCHI 17'',TOUCH 8''"
pagina_di_ricerca_fuel_B_condition_S.json,Tomasi Auto Srl,Ford Fiesta,Team Vendite Web,IT,a38144a1-1e32-4aef-9d91-786a3e07aef1,15700,https://www.autoscout24.it/annunci/ford-fiesta-1-0-ecoboost-95cv-5p-st-line-cerchi-17-touch-8-benzina-argento-a38144a1-1e32-4aef-9d91-786a3e07aef1?cldtidx=14&cldtsrc=listPage,"1.0 Ecoboost 95CV 5p ST-Line CERCHI 17'',TOUCH 8''"
pagina_di_ricerca_fuel_B_condition_S.json,Sernagiotto Srl,Lancia Ypsilon,IT,31031 Caerano di S. Marco - Treviso - Tv,c388da07-cbc5-43fa-8175-1ba3f35360b5,11000,https://www.autoscout24.it/annunci/lancia-ypsilon-1-2-69-cv-5-porte-gold-benzina-bianco-c388da07-cbc5-43fa-8175-1ba3f35360b5?cldtidx=15&cldtsrc=listPage,1.2 69 CV 5 porte Gold
pagina_di_ricerca_fuel_B_condition_S.json,Sernagiotto Srl,Lancia Ypsilon,IT,31031 Caerano di S. Marco - Treviso - Tv,8b80415d-beaa-4e0d-bb7a-18497076d20d,10200,https://www.autoscout24.it/annunci/lancia-ypsilon-1-2-69-cv-5-porte-elefantino-benzina-rosso-8b80415d-beaa-4e0d-bb7a-18497076d20d?cldtidx=16&cldtsrc=listPage,1.2 69 CV 5 porte ELEFANTINO
pagina_di_ricerca_fuel_B_condition_S.json,Frattin Auto Srl,Abarth 695,IT,36022 Cassola - Vi,bff00889-197e-43d5-8dab-c4e1e320b676,33390,https://www.autoscout24.it/annunci/abarth-695-1-4-turbo-t-jet-180-cv-70-benzina-bianco-bff00889-197e-43d5-8dab-c4e1e320b676?cldtidx=17&cldtsrc=listPage,1.4 Turbo T-Jet 180 CV 70°
pagina_di_ricerca_fuel_B_condition_S.json,BMA Motori,Abarth 595,IT,31021 Mogliano Veneto - Treviso - TV,9513c44a-cbee-4538-87b5-dc403ac327aa,19900,https://www.autoscout24.it/annunci/abarth-595-1-4-t-jet-165cv-turismo-e6d-pack-urban-benzina-bianco-9513c44a-cbee-4538-87b5-dc403ac327aa?cldtidx=18&cldtsrc=listPage,1.4 T-Jet 165Cv Turismo E6D - Pack Urban
pagina_di_ricerca_fuel_B_condition_S.json,Capobianco Auto Centro Commerciale Auto,Fiat 500,IT,21100 Arsago Seprio - Varese,03513c65-a62a-46cc-9938-7ebfdc7d4589,14400,https://www.autoscout24.it/annunci/fiat-500-1-2-dualogic-star-km0-benzina-bianco-03513c65-a62a-46cc-9938-7ebfdc7d4589?cldtidx=19&cldtsrc=listPage,1.2 Dualogic Star KM0
pagina_di_ricerca_fuel_B_condition_S.json,Autoromea Srl,Fiat 500,IT,44124 Ferrara – Fe,e561c02c-c117-474f-a820-f12411296c25,12900,https://www.autoscout24.it/annunci/fiat-500-1-2-lounge-benzina-bianco-e561c02c-c117-474f-a820-f12411296c25?cldtidx=20&cldtsrc=listPage,1.2 Lounge
pagina_di_ricerca_fuel_B_condition_S.json,Nuova Pa.Er. Srl,Fiat 500,IT,10040 Almese - Torino - To,668a4460-20f9-47a5-ad26-f89bbbc099a1,12850,https://www.autoscout24.it/annunci/fiat-500-1-2-s-pack-benzina-bianco-668a4460-20f9-47a5-ad26-f89bbbc099a1?cldtidx=1&cldtsrc=listPage,1.2 S + PACK
pagina_di_ricerca_fuel_B_condition_S.json,Tomasi auto srl,Fiat Panda,IT,37135 Verona - VR,bffbfe8e-cbd9-424a-8bd2-9754610549ee,15900,https://www.autoscout24.it/annunci/fiat-panda-cross-0-9-twinair-turbo-s-s-4x4-clima-auto-benzina-verde-bffbfe8e-cbd9-424a-8bd2-9754610549ee?cldtidx=2&cldtsrc=listPage,Cross 0.9 TwinAir Turbo S&S 4x4 CLIMA AUTO
pagina_di_ricerca_fuel_B_condition_S.json,Tomasi Auto Srl,Fiat Panda,Team Vendite Web,IT,5600f23e-d7f0-4a3f-9bd1-57bf1888ed54,15900,https://www.autoscout24.it/annunci/fiat-panda-cross-0-9-twinair-turbo-s-s-4x4-clima-auto-benzina-verde-5600f23e-d7f0-4a3f-9bd1-57bf1888ed54?cldtidx=3&cldtsrc=listPage,Cross 0.9 TwinAir Turbo S&S 4x4 CLIMA AUTO
pagina_di_ricerca_fuel_B_condition_S.json,Miglior Prezzo by Autonizza,Fiat 500,IT,10126 Torino - To,3d6eb0d0-e0bb-4b86-be75-5990ab2f9cee,895,https://www.autoscout24.it/annunci/fiat-500-500-benzina-blu-azzurro-3d6eb0d0-e0bb-4b86-be75-5990ab2f9cee?cldtidx=4&cldtsrc=listPage,500
pagina_di_ricerca_fuel_B_condition_S.json,MC Auto srl,Fiat 500,IT,51015 Monsummano Terme PT,50f6642f-c163-43ec-a333-8d88349b6da5,1399,https://www.autoscout24.it/annunci/fiat-500-1-2-lounge-benzina-grigio-50f6642f-c163-43ec-a333-8d88349b6da5?cldtidx=5&cldtsrc=listPage,1.2 Lounge
pagina_di_ricerca_fuel_B_condition_S.json,Sorbara,Fiat 500,Giuseppe - Federico - Claudio,IT,76e0d60c-1b6f-499d-991d-777098959a85,11990,https://www.autoscout24.it/annunci/fiat-500-1-2-sport-serie-7-benzina-bianco-76e0d60c-1b6f-499d-991d-777098959a85?cldtidx=6&cldtsrc=listPage,1.2 Sport (SERIE 7)
