File,id_annuncio,Marca,Carrozzeria,Alimentazione,Tipo di veicolo,Modello,Colore esterno,Tipo di cambio,Cilindrata,Porte,Posti a sedere,Cilindri,Marce,Classe emissioni,Peso a vuoto,Tipo di unità,Rivestimenti,Tipo di vernice,Proprietari,Usato Garantito,Tagliandi certificati,Consumo carburante,Emissioni di CO2,Veicolo per non fumatori,Ultimo tagliando,Per neopatentati,_ - _ - Prossima revisione,_ - _ - Emissioni di CO21,_ - _ - Consumo carburante:1,_ - _ - Prossima nuova,_ - _ - Numero della chiave
singole_pagine_fuel_D_condition_U.json,b5bbf6bc-2114-4c88-83d7-26b196054e4c,Volkswagen,Station wagon,Diesel,Usato,Passat Variant,Blu/Azzurro,Automatico,1968 ,5,5,,,Euro 6,,anteriore,"Pelle parziale, Beige",Metallizzato,1,12 mese,Sì,"4,6 l/100 km (comb.)
5,4 l/100 km (urbano)
4,1 l/100 km (extraurbano)",119,,,,,,,,
singole_pagine_fuel_D_condition_U.json,d0629af0-6942-40b9-bbda-817b5363d620,Audi,Station wagon,Diesel,Usato,A6,Grigio,Automatico,2967 ,5,5,6,6,Euro 5,1920,,Pelle totale,Metallizzato,,,,"7,1 l/100 km (comb.)
9,3 l/100 km (urbano)
5,8 l/100 km (extraurbano)",189,,,,,,,,
singole_pagine_fuel_D_condition_U.json,d255b535-8323-48c5-9a6e-ac5956cec1d1,Volkswagen,Station wagon,Diesel (Filtro antiparticolato),Usato,Passat Variant,Argento,Manuale,1968 ,5,5,4,6,Euro 6,1505,anteriore,"Stoffa, Altro",Metallizzato,,Sì,,"4,1 l/100 km (comb.)
4,8 l/100 km (urbano)
3,7 l/100 km (extraurbano)",107,,,,,,,,
singole_pagine_fuel_D_condition_U.json,cfac5000-d8f4-487a-a6a5-9ad26ca843bb,BMW,Station wagon,Diesel (Filtro antiparticolato),Usato,316,Grigio,Automatico,1995 ,5,5,4,8,Euro 6,1585,posteriore,"Stoffa, Grigio",Metallizzato,1,Sì,Sì,"4,1 l/100 km (comb.)
5 l/100 km (urbano)
3,6 l/100 km (extraurbano)",109,,,,,,,,
singole_pagine_fuel_D_condition_U.json,28c32dbf-8029-43cb-becc-0b0b2baa7729,Mercedes-Benz,Station wagon,Diesel (Filtro antiparticolato),Usato,E 220,Nero,Automatico,1950 ,5,5,4,9,Euro 6,,posteriore,"Stoffa, Grigio",Metallizzato,1,12 mese,,"4,2 l/100 km (comb.)
4,5 l/100 km (urbano)
3,9 l/100 km (extraurbano)",109,,,,,,,,
singole_pagine_fuel_D_condition_U.json,e934bf5e-fe6c-4fcf-89f0-9f2c70a79d89,Audi,Station wagon,Diesel (Filtro antiparticolato),Usato,A4 allroad,Grigio,Automatico,2967 ,5,5,6,7,Euro 6,1870,4x4,"Stoffa, Bianco",Metallizzato,1,12 mese,Sì,"6 l/100 km (comb.)
7,1 l/100 km (urbano)
5,4 l/100 km (extraurbano)",159,Sì,08/2020,,,,,,
singole_pagine_fuel_D_condition_U.json,4d19c601-75bf-415c-ae56-b65a03ac0314,BMW,Station wagon,Diesel (Filtro antiparticolato),Usato,530,Grigio,Automatico,2993 ,5,5,6,8,Euro 5,,4x4,"Pelle totale, Beige",,1,,,"5,7 l/100 km (comb.)
6,6 l/100 km (urbano)
5,1 l/100 km (extraurbano)",149,,,,,,,,
singole_pagine_fuel_D_condition_U.json,3a8a9c96-2c71-466e-9bed-431713142eda,Mercedes-Benz,Station wagon,Diesel,Usato,C 220,Bianco,Automatico,2143 ,5,5,4,9,Euro 6,1695,,,,,,,"4,7 l/100 km (comb.)
5,5 l/100 km (urbano)
4,3 l/100 km (extraurbano)",124,,,,,,,,
singole_pagine_fuel_D_condition_U.json,744c1fca-e743-486d-9d68-016dee68880b,Peugeot,Station wagon,Diesel (Filtro antiparticolato),Usato,508,Bianco,Manuale,1997 ,5,5,4,6,Euro 5,,anteriore,,Base,1,12 mese,,"5 l/100 km (comb.)
6,7 l/100 km (urbano)
4 l/100 km (extraurbano)",130,,,,,,,,
singole_pagine_fuel_D_condition_U.json,a273dc8b-0b33-47ea-91f6-0a0828fd12bf,Opel,Station wagon,Diesel (Filtro antiparticolato),Usato,Astra,Argento,Manuale,1598 ,5,5,4,6,Euro 6,,anteriore,,Base,1,12 mese,,"4,6 l/100 km (comb.)
5,7 l/100 km (urbano)
3,9 l/100 km (extraurbano)",121,,,,,,,,
singole_pagine_fuel_D_condition_U.json,dfb35eb0-ab2f-0719-e053-0100007fee0a,BMW,Station wagon,Diesel (Filtro antiparticolato),Usato,530,Bianco,Automatico,2993 ,5,5,6,8,Euro 6,1895,,"Pelle totale, Nero",Metallizzato,1,,Sì,"5,5 l/100 km (comb.)
6,5 l/100 km (urbano)
4,9 l/100 km (extraurbano)",144,Sì,04/2020,,09/2021,,,,
singole_pagine_fuel_D_condition_U.json,ab1a6cbb-6b6d-4c48-b4fc-fd200b8c462e,Audi,Station wagon,Diesel (Filtro antiparticolato),Usato,A4,Argento,Automatico,1968 ,5,5,4,6,Euro 5,,anteriore,"Pelle totale, Grigio",Metallizzato,,,,"6 l/100 km (comb.)
7,5 l/100 km (urbano)
5,2 l/100 km (extraurbano)",159,,07/2020,,,,,,
singole_pagine_fuel_D_condition_U.json,2acd6790-7e02-4630-a74c-20cf062c0fdb,Fiat,Station wagon,Diesel,Usato,Tipo,Grigio,Manuale,1598 ,5,5,4,6,Euro 6,,anteriore,"Stoffa, Nero",Metallizzato,,,,"3,7 l/100 km (comb.)
4,7 l/100 km (urbano)
3,1 l/100 km (extraurbano)",98,,,,,,,,
singole_pagine_fuel_D_condition_U.json,30ad5e9a-50c7-49f2-b034-98ddbbdd0b02,Fiat,Station wagon,Diesel,Usato,Tipo,Nero,Manuale,1598 ,5,5,4,6,Euro 6,,anteriore,"Stoffa, Nero",Base,,,,"3,7 l/100 km (comb.)
4,7 l/100 km (urbano)
3,1 l/100 km (extraurbano)",98,,,,,,,,
singole_pagine_fuel_D_condition_U.json,194a6977-6bd5-4acd-898f-d62e3b3c7e69,Skoda,Station wagon,Diesel,Usato,Octavia,Bianco,Manuale,1598 ,5,5,,5,Euro 6,,anteriore,"Stoffa, Nero",Metallizzato,,36 mese,Sì,"4,1 l/100 km (comb.)
4,6 l/100 km (urbano)
3,8 l/100 km (extraurbano)",106,,,,,,,,
singole_pagine_fuel_D_condition_U.json,a7cd5db0-052d-af3a-e053-0100007f0de2,Audi,Station wagon,Diesel (Filtro antiparticolato),Usato,A6,Grigio,Automatico,1968 ,5,5,4,6,Euro 6,1765,,,,,,,"4,6 l/100 km (comb.)
5,4 l/100 km (urbano)
4 l/100 km (extraurbano)",119,,,,,119 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,4 l/100 km (urbano)
4 l/100 km (extraurbano)",,
singole_pagine_fuel_D_condition_U.json,579a5eb0-eb2d-660f-e053-0100007fbd10,Mercedes-Benz,Station wagon,Diesel,Usato,C 220,Grigio,Automatico,1950 ,5,5,4,9,Euro 6d-TEMP,1615,,,Metallizzato,,,,"4,7 l/100 km (comb.)
5,8 l/100 km (urbano)
4,4 l/100 km (extraurbano)",123,,,,,123 g CO2/km (comb.),"4,7 l/100 km (comb.)
5,8 l/100 km (urbano)
4,4 l/100 km (extraurbano)",,
singole_pagine_fuel_D_condition_U.json,dad1d82d-1b7d-42c7-8b34-20e3ae736a06,Volkswagen,Station wagon,Diesel,Usato,Golf Variant,Grigio,Automatico,1598 ,5,5,4,7,Euro 6,,anteriore,"Stoffa, Grigio",Metallizzato,,12 mese,,"4 l/100 km (comb.)
4,2 l/100 km (urbano)
3,8 l/100 km (extraurbano)",103,,,,,,,,
singole_pagine_fuel_D_condition_U.json,366d1ef4-f59c-44de-a095-0b4239c318d9,Ford,Station wagon,Diesel (Filtro antiparticolato),Usato,Mondeo,Blu/Azzurro,Manuale,1997 ,5,5,4,6,Euro 4,,anteriore,"Pelle totale, Nero",Metallizzato,,,,"5,9 l/100 km (comb.)
7,6 l/100 km (urbano)
4,9 l/100 km (extraurbano)",156,,,,,,,,
singole_pagine_fuel_D_condition_U.json,5906a0f0-b705-47ac-a1b8-5f973c2c63df,Volvo,Station wagon,Diesel,Usato,V60,Nero,Automatico,1984 ,5,5,5,6,Euro 5,1674,,,,,,,"6 l/100 km (comb.)
8,1 l/100 km (urbano)
4,8 l/100 km (extraurbano)",159,,,,,,,,
singole_pagine_fuel_D_condition_U.json,e4521777-c47e-447e-bae5-e2ee67eea654,Mercedes-Benz,Station wagon,Diesel (Filtro antiparticolato),Usato,CLA 180,Blu/Azzurro,Manuale,1461 ,5,5,4,6,Euro 6,,anteriore,"Pelle totale, Nero",Metallizzato,,12 mese,,"3,9 l/100 km (comb.)
4,4 l/100 km (urbano)
3,6 l/100 km (extraurbano)",101,,,,,,,,
singole_pagine_fuel_D_condition_U.json,ac51a33f-a862-4536-8406-2a61c46ad819,Mercedes-Benz,Station wagon,Diesel,Usato,C 220,Bianco,Automatico,2143 ,5,5,4,7,Euro 6,,4x4,"Stoffa, Nero",Base,,12 mese,,"4,3 l/100 km (comb.)
5 l/100 km (urbano)
4 l/100 km (extraurbano)",109,,,,,,,,
singole_pagine_fuel_D_condition_U.json,ac51a33f-a862-4536-8406-2a61c46ad819,Mercedes-Benz,Station wagon,Diesel,Usato,C 220,Bianco,Automatico,2143 ,5,5,4,7,Euro 6,,4x4,"Stoffa, Nero",Base,,12 mese,,"4,3 l/100 km (comb.)
5 l/100 km (urbano)
4 l/100 km (extraurbano)",109,,,,,,,,
singole_pagine_fuel_D_condition_U.json,62502521-913b-491a-b6b2-2ac792977386,Hyundai,Station wagon,Diesel,Usato,i40,,Manuale,1685 ,5,5,4,7,Euro 6,,anteriore,,,,,,"5,1 l/100 km (comb.)
5,9 l/100 km (urbano)
4,6 l/100 km (extraurbano)",134,,,,,,,,
singole_pagine_fuel_D_condition_U.json,8b239b4e-884c-41b5-8ca0-d022a4a4004a,BMW,Station wagon,Diesel,Usato,335,Nero,Automatico,2993 ,5,5,6,6,Euro 5,1720,posteriore,Rosso,Metallizzato,2,,,"6,7 l/100 km (comb.)
9,1 l/100 km (urbano)
5,3 l/100 km (extraurbano)",176,,,,,,,,
singole_pagine_fuel_D_condition_U.json,373a9eab-2d57-40e2-9654-340e111a7a6a,Kia,Station wagon,Diesel,Usato,Optima,Grigio,Manuale,1685 ,5,5,4,6,Euro 6,,anteriore,Grigio,Metallizzato,,48 mese,,"4,4 l/100 km (comb.)
5,2 l/100 km (urbano)
3,8 l/100 km (extraurbano)",113,,,,,,,,
singole_pagine_fuel_D_condition_U.json,68491ca3-da8d-45c6-baba-a5b2f80bbc28,Kia,Station wagon,Diesel (Filtro antiparticolato),Usato,Ceed SW / cee'd SW,Blu/Azzurro,Manuale,1598 ,5,5,4,6,Euro 6,,anteriore,,Metallizzato,,,,"4 l/100 km (comb.)
4,4 l/100 km (urbano)
3,7 l/100 km (extraurbano)",104,,,,,,,,
singole_pagine_fuel_D_condition_U.json,05192556-b802-4d4d-8370-1ea00abd994e,BMW,Station wagon,Diesel (Filtro antiparticolato),Usato,316,Nero,Automatico,1995 ,5,5,4,8,Euro 6,1585,posteriore,"Stoffa, Nero",Metallizzato,2,,,"4,1 l/100 km (comb.)
5 l/100 km (urbano)
3,6 l/100 km (extraurbano)",109,Sì,,,,,,,
singole_pagine_fuel_D_condition_U.json,34765eb0-1c24-ea7e-e053-0100007f18fb,Volkswagen,Station wagon,Diesel,Usato,Passat Variant,Argento,Manuale,1896 ,5,5,4,6,Euro 3,1545,,,,,,,"6,4 l/100 km (comb.)
8,5 l/100 km (urbano)
5,3 l/100 km (extraurbano)",,,,,,,,,
singole_pagine_fuel_D_condition_U.json,8182265f-ee25-41f2-80c5-72050cae4e2f,Peugeot,Station wagon,Diesel,Usato,308,Nero,Automatico,1499 ,5,5,,,Euro 6,,anteriore,"Stoffa, Nero",Metallizzato,1,36 mese,Sì,"3,7 l/100 km (comb.)
4,2 l/100 km (urbano)
3,5 l/100 km (extraurbano)",98,,,,,,,,
singole_pagine_fuel_D_condition_U.json,5558d5ca-6013-4918-9634-65f93e0d2430,BMW,Station wagon,Diesel (Filtro antiparticolato),Usato,525,Blu/Azzurro,Automatico,1995 ,5,5,4,8,Euro 6,,posteriore,,Metallizzato,,,,"5,4 l/100 km (comb.)
6,4 l/100 km (urbano)
4,7 l/100 km (extraurbano)",141,,,,,,,,
singole_pagine_fuel_D_condition_U.json,6136ab16-bea3-4701-8d78-9e9415bba3c8,BMW,Station wagon,Diesel (Filtro antiparticolato),Usato,318,Nero,Automatico,1995 ,5,5,4,8,Euro 6,,posteriore,"Stoffa, Nero",Base,1,,,"4,1 l/100 km (comb.)
4,9 l/100 km (urbano)
3,7 l/100 km (extraurbano)",109,,,,,,,,
singole_pagine_fuel_D_condition_U.json,eeac0b8b-fb02-470f-82f4-a5b3747a686a,Audi,Station wagon,Diesel (Filtro antiparticolato),Usato,A4,Nero,Automatico,1968 ,5,5,4,7,Euro 6,1600,anteriore,"Stoffa, Nero",Metallizzato,1,12 mese,Sì,"4,1 l/100 km (comb.)
4,9 l/100 km (urbano)
3,7 l/100 km (extraurbano)",106,Sì,10/2019,,04/2021,,,,
singole_pagine_fuel_D_condition_U.json,5e85f346-f215-438c-b940-80b403f763c4,Chrysler,Station wagon,Diesel,Usato,300C,Nero,Automatico,2987 ,5,5,6,5,Euro 4,2010,,,,2,,,"8 l/100 km (comb.)
10,3 l/100 km (urbano)
6,5 l/100 km (extraurbano)",209,Sì,,,,,,,
singole_pagine_fuel_D_condition_U.json,08135eb0-c79e-7f58-e053-0100007fac84,Opel,Station wagon,Diesel (Filtro antiparticolato),Usato,Insignia,Grigio,Automatico,1956 ,5,5,4,6,Euro 5,1816,,,,,,,"5,9 l/100 km (comb.)
8 l/100 km (urbano)
4,6 l/100 km (extraurbano)",155,Sì,,,,,,,
singole_pagine_fuel_D_condition_U.json,2a275eb0-ea3f-765d-e053-0100007f83ff,Chevrolet,Station wagon,Diesel (Filtro antiparticolato),Usato,Nubira,Nero,Manuale,1991 ,5,5,4,5,Euro 4,1430,,,,,,,"6 l/100 km (comb.)
7,1 l/100 km (urbano)
5,4 l/100 km (extraurbano)",158,,,,,,,,
singole_pagine_fuel_D_condition_U.json,77095eb0-bfc6-f350-e053-0100007f52f8,Opel,Station wagon,Diesel (Filtro antiparticolato),Usato,Astra,Nero,Manuale,1686 ,5,5,4,6,Euro 4,1425,,,,,,,"5,5 l/100 km (comb.)
6,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",145,,,,,,,,
singole_pagine_fuel_D_condition_U.json,fbacb7ce-91ef-440b-b912-c67a9c6be899,Skoda,Station wagon,Diesel,Usato,Fabia,Grigio,Manuale,,5,5,3,5,Euro 6d,,anteriore,"Stoffa, Nero",Metallizzato,1,12 mese,,,,,,,,,,,
singole_pagine_fuel_D_condition_U.json,3d923103-bb27-4c32-8c91-96bd0863ffeb,Audi,Station wagon,Diesel,Usato,A4 allroad,Grigio,Manuale,2967 ,5,5,6,6,Euro 5,1805,,"Pelle totale, Marrone",,1,,Sì,"7,2 l/100 km (comb.)
9,6 l/100 km (urbano)
5,8 l/100 km (extraurbano)",189,Sì,,,,,,,
singole_pagine_fuel_D_condition_U.json,07024862-c8bc-4415-8fcf-b26610e2b264,Renault,Station wagon,Diesel,Usato,Clio,Grigio,Manuale,1461 ,5,5,,5,Euro 5,,,"Stoffa, Nero",Metallizzato,,Sì,,,,,,,06/2019,,,,
singole_pagine_fuel_D_condition_U.json,7c3bad00-9052-45a6-8167-a3052bc661d5,Audi,Station wagon,Diesel,Usato,A4,Grigio,Automatico,1968 ,5,5,4,7,Euro 6,1600,anteriore,"Stoffa, Grigio",Base,1,12 mese,Sì,"3,9 l/100 km (comb.)
4,7 l/100 km (urbano)
3,5 l/100 km (extraurbano)",102,Sì,,,,,,,
singole_pagine_fuel_D_condition_U.json,4c375db0-0f67-bd03-e053-0100007ff4c8,Audi,Station wagon,Diesel (Filtro antiparticolato),Usato,A6,Grigio,Manuale,2967 ,5,5,6,6,Euro 4,1880,,,,,,,"8 l/100 km (comb.)
11,3 l/100 km (urbano)
6,1 l/100 km (extraurbano)",215,,,,,,,,
singole_pagine_fuel_D_condition_U.json,ddd27d1b-e32d-4525-9d28-b2d7eb6dbe23,Audi,Station wagon,Diesel (Filtro antiparticolato),Usato,A4 allroad,Nero,Automatico,1968 ,5,5,4,7,Euro 6,1805,4x4,"Pelle totale, Nero",Metallizzato,,Sì,,"5,6 l/100 km (comb.)
6,5 l/100 km (urbano)
5,1 l/100 km (extraurbano)",149,,,,,,,,
singole_pagine_fuel_D_condition_U.json,170f9460-a54d-42b1-aad2-ff2afc594450,Mercedes-Benz,Station wagon,Diesel,Usato,C 220,Nero,Automatico,2143 ,5,5,4,6,Euro 5,1655,,Bianco,,1,,Sì,"4,7 l/100 km (comb.)
6 l/100 km (urbano)
4 l/100 km (extraurbano)",124,Sì,10/2019,,,,,,
singole_pagine_fuel_D_condition_U.json,e1995db0-7ab6-f527-e053-0100007f8123,Audi,Station wagon,Diesel (Filtro antiparticolato),Usato,A6 allroad,Grigio,Automatico,2967 ,5,5,6,6,Euro 4,1940,4x4,,,,,,"8,4 l/100 km (comb.)
11,5 l/100 km (urbano)
6,6 l/100 km (extraurbano)",221,,,,,,,,
singole_pagine_fuel_D_condition_U.json,4c375db0-fd66-bd03-e053-0100007ff4c8,Audi,Station wagon,Diesel (Filtro antiparticolato),Usato,A4,Nero,Manuale,1968 ,5,5,4,6,Euro 4,1585,,,,,,,"5,8 l/100 km (comb.)
7,9 l/100 km (urbano)
4,6 l/100 km (extraurbano)",154,,,,,,,,
